Employee_ID,Year_of_Joining,MonthofJoining,DayofJoining,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48046,2007,4,15,33282,133128,5,Y,Yes,20,4,4,80,1,15,3,1,1,1,1,1
48047,2006,3,20,18835,339030,4,Y,No,20,4,4,80,1,16,1,4,16,4,13,7
48048,1984,7,10,23707,165949,1,Y,Yes,37,1,3,80,2,38,6,2,2,2,2,1
48049,2019,4,8,42773,384957,8,Y,No,42,2,3,80,2,3,5,2,3,2,2,3
48050,2021,10,19,36276,1088280,6,Y,Yes,28,3,1,80,1,1,1,3,1,1,1,1
48051,1995,5,21,11932,83524,6,Y,Yes,25,2,2,80,1,27,4,1,27,17,12,4
48052,1987,10,24,29171,379223,7,Y,No,18,3,4,80,1,35,4,2,29,2,18,20
48053,2002,9,4,21908,547700,1,Y,No,41,1,2,80,2,20,4,4,15,15,14,2
48054,1993,1,24,50946,1324596,5,Y,No,14,4,4,80,1,29,4,2,29,18,3,21
48055,1992,7,14,40125,401250,6,Y,Yes,45,2,2,80,4,30,6,2,9,2,5,7
48056,2017,9,16,25564,357896,8,Y,Yes,41,1,2,80,2,5,5,4,3,1,2,3
48057,2006,1,23,36870,331830,3,Y,No,33,4,3,80,2,16,3,4,16,1,16,11
48058,2001,4,21,5587,78218,7,Y,Yes,7,2,2,80,3,21,6,3,5,5,1,3
48059,1987,2,26,35261,246827,0,Y,No,47,4,2,80,1,35,3,2,20,19,19,1
48060,1988,11,24,10735,139555,5,Y,Yes,18,4,4,80,2,34,5,3,31,12,18,26
48061,2014,7,27,41111,205555,2,Y,No,36,4,3,80,2,8,1,3,1,1,1,1
48062,2007,5,13,31468,377616,3,Y,Yes,27,3,2,80,4,15,6,1,11,7,11,8
48063,1998,4,6,26107,261070,7,Y,Yes,0,1,4,80,2,24,6,2,20,18,4,20
48064,1984,8,7,39808,1114624,1,Y,Yes,2,1,1,80,1,38,1,4,25,11,20,8
48065,1994,10,1,50242,251210,2,Y,Yes,1,4,1,80,1,28,5,1,15,1,6,5
48066,2000,1,3,12060,24120,6,Y,Yes,24,3,2,80,1,22,1,2,11,4,11,6
48067,1982,9,22,21951,197559,4,Y,Yes,42,4,3,80,2,40,1,3,39,12,20,23
48068,2000,10,13,30651,766275,1,Y,No,28,2,4,80,1,22,1,1,10,9,6,1
48069,1985,10,20,6874,96236,1,Y,Yes,18,2,2,80,4,37,6,3,28,12,10,20
48070,2009,1,8,44746,44746,6,Y,No,22,3,3,80,3,13,6,4,3,3,1,3
48071,2019,4,11,8690,43450,4,Y,No,20,4,4,80,4,3,1,1,1,1,1,1
48072,1985,11,25,31845,159225,6,Y,Yes,18,3,2,80,3,37,6,2,28,11,21,12
48073,2018,12,3,7963,215001,0,Y,No,28,2,2,80,1,4,5,1,1,1,1,1
48074,2019,7,7,15045,300900,0,Y,No,36,1,4,80,4,3,6,4,2,2,2,2
48075,2004,3,1,7427,185675,3,Y,No,30,2,3,80,2,18,3,2,12,11,4,11
48076,1996,4,17,3153,25224,8,Y,No,0,2,1,80,2,26,6,4,26,5,25,5
48077,2021,7,27,44658,937818,3,Y,Yes,0,2,4,80,3,1,3,3,1,1,1,1
48078,2005,10,20,33332,733304,0,Y,No,44,4,4,80,3,17,4,3,3,3,3,1
48079,2010,5,14,45565,1230255,0,Y,Yes,29,4,2,80,1,12,5,4,1,1,1,1
48080,1988,11,16,8487,67896,6,Y,No,39,4,2,80,1,34,3,3,5,4,1,1
48081,1999,5,9,4638,41742,7,Y,Yes,25,4,4,80,1,23,6,4,1,1,1,1
48082,1990,10,2,34050,646950,1,Y,Yes,24,3,3,80,3,32,1,1,23,2,11,2
48083,2004,9,5,40396,525148,3,Y,No,5,2,3,80,3,18,4,4,13,11,7,13
48084,1985,8,9,21379,427580,6,Y,No,29,1,1,80,3,37,3,1,9,9,7,3
48085,2001,9,1,36960,480480,8,Y,Yes,13,3,1,80,3,21,6,3,19,4,13,16
48086,2020,4,27,37437,673866,5,Y,No,2,1,3,80,2,2,2,3,2,1,1,1
48087,1985,7,28,45202,632828,0,Y,Yes,12,1,4,80,1,37,2,3,7,2,7,5
48088,2008,8,20,42951,472461,4,Y,No,48,3,4,80,4,14,2,2,8,5,2,7
48089,2000,12,25,29402,470432,4,Y,No,12,3,1,80,4,22,5,4,15,2,4,2
48090,1998,1,19,23738,142428,1,Y,No,16,4,3,80,3,24,2,1,7,5,2,6
48091,2002,7,13,7844,78440,2,Y,No,13,2,3,80,1,20,4,2,11,8,9,2
48092,1991,9,18,32378,679938,8,Y,Yes,26,2,3,80,3,31,6,2,16,10,11,13
48093,2000,9,17,48305,434745,2,Y,No,34,4,3,80,2,22,4,4,15,3,5,10
48094,2002,11,28,19927,199270,8,Y,No,37,3,1,80,4,20,3,3,6,5,1,6
48095,1996,9,14,41856,502272,5,Y,No,44,4,4,80,2,26,1,1,7,4,4,7
48096,2006,2,20,49862,99724,4,Y,No,27,2,1,80,3,16,5,2,8,2,5,2
48097,2011,5,12,40922,695674,5,Y,No,43,1,2,80,3,11,5,3,1,1,1,1
48098,2019,4,13,48927,1418883,4,Y,Yes,11,3,3,80,1,3,2,2,3,3,3,3
48099,1990,9,14,10040,20080,1,Y,No,27,4,4,80,4,32,1,4,32,1,29,24
48100,1998,2,15,12099,120990,3,Y,No,42,1,4,80,3,24,4,1,5,3,2,2
48101,1985,2,28,50252,703528,2,Y,No,10,4,4,80,1,37,3,3,11,9,7,3
48102,2000,8,3,41325,991800,7,Y,Yes,2,4,1,80,1,22,3,3,2,2,1,1
48103,1996,2,21,20560,20560,1,Y,Yes,12,2,1,80,4,26,3,1,21,4,6,12
48104,1990,12,12,10249,307470,4,Y,Yes,42,3,1,80,3,32,1,3,28,7,15,23
48105,2005,6,13,42396,932712,8,Y,Yes,26,1,2,80,4,17,4,2,13,12,8,1
48106,2020,4,17,9594,124722,2,Y,No,8,1,3,80,3,2,1,4,1,1,1,1
48107,1987,12,23,35534,817282,7,Y,No,18,3,1,80,3,35,2,1,11,11,2,3
48108,2003,3,20,40402,282814,3,Y,Yes,47,1,1,80,2,19,6,4,6,2,1,1
48109,1999,6,28,46390,371120,6,Y,Yes,30,3,1,80,2,23,2,4,10,6,2,9
48110,1987,7,22,34810,522150,1,Y,Yes,34,4,2,80,2,35,5,3,24,3,8,9
48111,2018,12,16,42130,294910,5,Y,No,44,3,2,80,1,4,6,4,3,3,2,1
48112,1996,4,28,46550,512050,3,Y,Yes,8,4,2,80,4,26,5,2,11,11,9,7
48113,1998,8,7,6554,26216,3,Y,Yes,1,4,3,80,1,24,5,4,16,15,1,14
48114,1983,4,6,15870,238050,3,Y,No,28,1,1,80,4,39,6,1,30,4,24,20
48115,1982,3,1,36157,940082,6,Y,Yes,36,3,2,80,2,40,4,2,10,5,10,2
48116,2005,7,15,26052,338676,3,Y,Yes,49,2,3,80,4,17,1,2,16,13,11,4
48117,2020,8,6,47337,757392,3,Y,Yes,6,4,1,80,1,2,6,2,2,1,2,2
48118,1995,4,27,31215,124860,4,Y,No,31,1,1,80,3,27,2,1,2,2,1,2
48119,1992,7,10,18162,435888,8,Y,No,27,2,3,80,1,30,6,1,24,24,4,17
48120,1986,6,11,47606,380848,1,Y,Yes,23,1,2,80,1,36,6,1,10,5,4,10
48121,1993,2,12,50657,405256,1,Y,No,18,4,3,80,4,29,1,4,28,3,19,26
48122,1998,7,3,13044,365232,7,Y,No,38,3,3,80,1,24,1,3,17,1,7,2
48123,1994,4,14,2022,24264,8,Y,Yes,29,1,2,80,3,28,1,2,23,4,4,8
48124,2015,5,27,31718,570924,7,Y,Yes,27,2,3,80,1,7,4,4,6,3,6,2
48125,2019,9,23,45746,320222,8,Y,No,42,2,4,80,3,3,5,1,2,1,1,1
48126,2021,1,24,34033,986957,5,Y,Yes,25,3,2,80,3,1,1,2,1,1,1,1
48127,2009,5,15,36035,1081050,0,Y,Yes,40,4,1,80,3,13,6,4,5,5,1,3
48128,1988,2,9,43668,567684,3,Y,Yes,36,3,3,80,3,34,4,1,15,6,1,1
48129,1996,1,13,11496,149448,7,Y,No,6,1,4,80,1,26,4,1,1,1,1,1
48130,2010,1,13,6559,177093,5,Y,No,30,4,2,80,3,12,5,4,6,4,6,1
48131,2010,5,20,36521,839983,1,Y,Yes,22,2,2,80,3,12,2,1,9,5,7,3
48132,2003,7,27,48979,1126517,0,Y,No,46,4,3,80,2,19,5,4,17,4,6,4
48133,1982,10,7,41300,1073800,4,Y,No,12,3,4,80,4,40,1,2,23,15,22,6
48134,2000,8,3,44411,532932,5,Y,No,9,4,1,80,3,22,6,3,18,8,15,2
48135,2020,4,28,33907,33907,6,Y,Yes,24,4,3,80,1,2,3,2,2,2,1,1
48136,1999,6,5,31390,533630,3,Y,No,27,1,3,80,1,23,5,3,5,1,5,2
48137,1997,4,21,20395,122370,0,Y,No,3,2,1,80,3,25,1,3,17,9,16,8
48138,1994,4,1,37016,555240,0,Y,No,43,4,1,80,2,28,4,2,5,4,5,3
48139,2009,5,19,31329,814554,8,Y,Yes,40,1,1,80,1,13,1,2,9,5,2,2
48140,1996,1,8,23318,512996,4,Y,Yes,42,2,3,80,3,26,1,3,13,4,13,3
48141,2009,2,1,15711,15711,5,Y,Yes,36,2,1,80,2,13,6,3,7,5,5,7
48142,1993,7,13,36153,578448,6,Y,Yes,13,4,2,80,4,29,1,1,21,10,18,21
48143,2014,8,13,25720,462960,3,Y,No,8,3,4,80,2,8,3,3,1,1,1,1
48144,2000,2,21,48834,1220850,0,Y,No,29,1,2,80,2,22,5,3,17,14,10,2
48145,1992,4,26,28209,28209,0,Y,Yes,27,2,3,80,2,30,3,2,24,11,15,19
48146,2019,11,20,5173,25865,3,Y,No,37,3,2,80,3,3,2,4,2,2,1,1
48147,2016,12,10,41404,1159312,1,Y,No,36,1,1,80,4,6,6,3,2,1,2,2
48148,2018,8,26,29125,436875,2,Y,No,40,3,1,80,3,4,4,3,1,1,1,1
48149,2015,4,14,7726,208602,2,Y,No,0,3,4,80,4,7,3,1,4,3,3,1
48150,2001,6,24,30718,552924,8,Y,Yes,23,3,3,80,2,21,5,1,9,8,9,1
48151,2000,2,7,26193,209544,6,Y,No,34,2,2,80,4,22,6,1,9,5,8,2
48152,1983,5,19,50467,807472,0,Y,No,3,3,4,80,3,39,2,1,27,2,4,26
48153,1999,3,25,30322,697406,7,Y,Yes,5,4,2,80,3,23,5,1,22,19,12,4
48154,1982,11,5,46942,328594,8,Y,Yes,23,1,2,80,4,40,5,1,6,1,3,3
48155,2008,11,1,9981,269487,4,Y,Yes,11,1,2,80,4,14,4,3,4,1,1,2
48156,1989,1,4,44694,1206738,5,Y,No,32,3,4,80,1,33,1,4,10,6,9,4
48157,1988,5,25,38121,876783,2,Y,No,40,4,4,80,2,34,3,1,23,20,2,20
48158,1985,11,20,22224,266688,0,Y,Yes,13,3,2,80,3,37,5,4,15,6,8,15
48159,1985,5,1,25832,77496,1,Y,Yes,32,2,3,80,2,37,6,3,16,4,12,15
48160,2002,2,25,32164,353804,7,Y,Yes,15,4,1,80,3,20,1,2,8,2,2,2
48161,2003,1,11,41653,1166284,2,Y,No,45,4,3,80,2,19,3,3,11,8,3,4
48162,1996,5,16,8392,109096,0,Y,No,30,3,4,80,3,26,6,1,8,1,2,3
48163,2010,3,12,43580,1133080,2,Y,No,43,3,1,80,4,12,2,2,10,5,1,2
48164,1987,11,18,27229,816870,6,Y,No,1,4,4,80,2,35,5,4,33,17,33,15
48165,2013,8,21,34703,416436,5,Y,Yes,6,2,3,80,3,9,3,1,1,1,1,1
48166,2011,10,11,2441,70789,6,Y,No,17,4,4,80,3,11,4,3,6,6,5,1
48167,1998,7,22,15919,95514,0,Y,No,48,1,3,80,4,24,2,2,2,2,1,2
48168,2002,8,7,6205,24820,4,Y,No,10,1,1,80,3,20,2,3,13,7,12,7
48169,2012,8,14,21649,324735,8,Y,Yes,13,4,1,80,1,10,3,1,8,3,3,3
48170,2003,1,2,20750,269750,3,Y,Yes,39,1,1,80,3,19,6,2,17,12,16,7
48171,1996,6,22,37000,703000,3,Y,No,11,4,3,80,2,26,5,4,15,6,3,8
48172,1986,9,8,37839,681102,6,Y,No,48,1,1,80,2,36,1,2,2,2,2,1
48173,2007,11,7,7311,160842,0,Y,Yes,45,1,2,80,4,15,6,2,13,11,13,11
48174,1986,5,12,35800,1002400,4,Y,Yes,4,2,4,80,1,36,4,3,16,9,15,12
48175,1985,11,11,13520,392080,3,Y,Yes,13,2,1,80,2,37,2,3,22,5,6,20
48176,1992,11,25,26277,52554,6,Y,Yes,37,2,3,80,1,30,2,1,3,2,3,2
48177,1997,4,17,49290,345030,0,Y,Yes,6,3,4,80,3,25,2,4,13,1,9,12
48178,1999,7,18,25396,152376,3,Y,No,2,1,3,80,2,23,5,2,18,13,4,18
48179,1992,12,6,48322,289932,3,Y,No,21,3,3,80,4,30,2,2,21,15,8,14
48180,1996,11,22,16536,396864,7,Y,Yes,12,1,4,80,1,26,4,1,17,10,8,9
48181,2021,2,24,22815,182520,4,Y,No,25,2,3,80,4,1,1,2,1,1,1,1
48182,1998,4,26,34384,34384,4,Y,Yes,2,1,2,80,3,24,6,4,20,5,19,2
48183,1994,12,19,36483,912075,4,Y,No,23,3,3,80,2,28,1,3,8,8,4,4
48184,1989,3,19,12471,187065,1,Y,No,23,4,2,80,4,33,4,2,23,15,16,11
48185,1996,9,26,48086,336602,8,Y,No,28,3,4,80,4,26,1,1,16,4,2,16
48186,2011,2,26,48870,1026270,7,Y,No,17,1,2,80,3,11,2,1,4,3,1,2
48187,2011,2,21,23909,215181,6,Y,No,26,2,4,80,4,11,3,1,7,7,6,3
48188,2007,12,6,7243,108645,7,Y,Yes,3,4,3,80,2,15,6,3,5,5,1,1
48189,1984,12,24,30117,481872,0,Y,Yes,7,2,3,80,1,38,2,3,8,6,1,2
48190,2016,4,17,32936,724592,0,Y,Yes,26,2,1,80,2,6,5,4,2,2,2,1
48191,1989,8,13,28434,597114,1,Y,Yes,11,4,3,80,3,33,3,3,23,15,18,15
48192,1998,3,25,26288,184016,7,Y,No,49,1,2,80,1,24,3,1,8,8,4,3
48193,2010,5,11,11080,121880,2,Y,No,15,4,2,80,4,12,4,1,8,4,7,3
48194,1997,2,13,27864,139320,2,Y,Yes,8,4,1,80,4,25,4,2,21,1,15,19
48195,1994,10,22,23405,608530,7,Y,No,8,3,2,80,4,28,2,2,5,3,5,2
48196,2002,9,27,32787,786888,7,Y,No,18,2,1,80,3,20,1,2,16,4,2,3
48197,1994,11,2,35149,773278,4,Y,Yes,20,1,3,80,4,28,2,2,12,8,1,3
48198,1995,6,4,13852,235484,0,Y,No,49,4,1,80,2,27,2,3,13,11,10,12
48199,1995,6,18,33783,439179,3,Y,No,26,1,4,80,1,27,6,2,12,3,2,9
48200,1990,7,20,45632,91264,6,Y,No,27,1,1,80,4,32,6,2,5,3,4,5
48201,1985,10,13,25845,697815,7,Y,Yes,12,2,4,80,3,37,1,3,36,12,5,34
48202,1988,9,1,34231,855775,5,Y,No,45,1,2,80,3,34,4,3,5,5,2,2
48203,1996,10,15,44733,670995,6,Y,No,0,4,3,80,1,26,3,2,20,1,9,3
48204,1984,6,17,19900,378100,6,Y,No,24,4,1,80,3,38,1,1,14,4,5,8
48205,1989,6,15,25876,25876,7,Y,No,39,1,3,80,3,33,6,1,32,9,2,10
48206,2006,10,3,32187,708114,1,Y,No,31,4,3,80,4,16,2,2,16,15,15,7
48207,1998,2,11,22720,181760,6,Y,Yes,2,2,1,80,4,24,4,4,11,3,5,10
48208,2001,3,26,39816,437976,3,Y,No,19,2,3,80,4,21,2,1,7,2,3,6
48209,1990,8,11,49485,1385580,7,Y,Yes,43,4,4,80,4,32,3,2,26,16,15,10
48210,1987,8,8,49977,349839,6,Y,No,19,4,1,80,3,35,1,1,2,1,1,1
48211,1997,3,16,49101,98202,0,Y,Yes,8,2,1,80,2,25,6,1,6,4,2,5
48212,1990,11,22,24223,96892,4,Y,No,27,2,4,80,3,32,2,3,16,1,10,14
48213,1997,9,17,47291,378328,0,Y,No,11,1,3,80,4,25,5,2,8,5,5,4
48214,1987,9,22,40650,691050,1,Y,No,42,2,2,80,4,35,4,2,17,11,9,16
48215,2001,3,25,16218,243270,1,Y,Yes,37,4,3,80,2,21,3,4,15,6,10,1
48216,1997,11,4,44556,668340,2,Y,No,20,4,1,80,3,25,3,4,5,3,1,5
48217,2000,7,1,33636,874536,6,Y,Yes,41,2,2,80,3,22,1,1,22,6,14,14
48218,1987,1,24,42265,1141155,6,Y,No,21,3,2,80,3,35,6,2,29,28,16,25
48219,2008,7,5,35995,71990,0,Y,Yes,42,4,1,80,1,14,1,1,8,5,1,2
48220,1998,4,4,5302,31812,8,Y,Yes,0,1,2,80,1,24,6,1,7,1,4,3
48221,2002,5,18,26422,237798,0,Y,No,22,1,4,80,2,20,1,3,17,2,4,17
48222,1996,7,11,14608,29216,3,Y,Yes,36,3,1,80,1,26,1,1,13,13,11,5
48223,2007,2,13,11028,253644,8,Y,No,20,4,2,80,4,15,2,4,7,3,7,1
48224,2009,11,22,36977,369770,2,Y,Yes,26,2,3,80,4,13,1,1,1,1,1,1
48225,1993,6,16,49465,1335555,1,Y,No,21,1,1,80,3,29,1,1,12,2,4,4
48226,1995,6,17,38414,768280,2,Y,Yes,14,4,3,80,1,27,2,4,21,12,5,5
48227,2010,12,1,18184,109104,6,Y,No,35,4,1,80,3,12,6,4,7,2,2,4
48228,2018,10,14,1588,4764,7,Y,No,8,3,3,80,2,4,6,1,4,1,2,2
48229,2002,10,2,47327,851886,8,Y,Yes,34,1,1,80,3,20,3,2,2,2,1,2
48230,1991,3,6,27082,270820,1,Y,Yes,28,2,3,80,2,31,2,1,21,9,2,9
48231,1999,4,6,4686,103092,6,Y,No,0,4,1,80,1,23,1,3,23,16,6,20
48232,1995,4,7,10609,233398,0,Y,No,13,2,2,80,1,27,6,3,17,5,11,1
48233,2013,11,16,12670,228060,0,Y,No,4,2,3,80,3,9,6,2,5,2,3,2
48234,2010,12,8,50899,407192,8,Y,No,8,4,3,80,4,12,3,4,7,3,6,4
48235,2013,7,3,46717,1401510,4,Y,Yes,23,1,2,80,2,9,5,2,1,1,1,1
48236,2001,2,14,5441,114261,7,Y,Yes,32,4,1,80,2,21,5,3,17,14,16,16
48237,1992,9,24,26093,547953,6,Y,Yes,47,3,3,80,3,30,5,4,13,6,9,13
48238,2015,5,1,23753,71259,4,Y,Yes,18,1,3,80,1,7,4,1,4,1,1,4
48239,1998,9,22,20506,328096,5,Y,No,16,1,1,80,2,24,2,3,23,2,19,17
48240,2020,2,28,50388,151164,0,Y,No,11,1,4,80,1,2,2,3,1,1,1,1
48241,1987,8,11,8481,93291,6,Y,Yes,43,3,4,80,1,35,1,4,25,3,13,10
48242,2001,9,1,2354,61204,5,Y,No,38,2,2,80,3,21,4,1,1,1,1,1
48243,1996,3,2,35927,1077810,6,Y,No,16,4,3,80,4,26,3,4,17,10,15,14
48244,2012,4,11,38124,343116,7,Y,Yes,44,3,3,80,1,10,1,3,3,2,1,3
48245,2017,8,15,35842,752682,4,Y,Yes,36,3,2,80,1,5,6,4,3,1,1,1
48246,2011,3,11,47954,431586,4,Y,Yes,16,3,1,80,2,11,2,1,6,4,2,2
48247,2007,1,24,32586,195516,8,Y,Yes,19,1,2,80,3,15,1,3,15,2,13,5
48248,1997,6,3,7658,206766,4,Y,No,29,2,3,80,2,25,5,3,2,2,2,2
48249,1986,9,14,16658,449766,4,Y,Yes,0,3,3,80,4,36,6,2,4,3,2,1
48250,2010,7,15,50565,758475,6,Y,Yes,32,1,2,80,1,12,3,3,5,1,3,2
48251,2007,2,12,38424,730056,0,Y,Yes,26,2,1,80,3,15,2,3,1,1,1,1
48252,2014,6,14,24809,645034,3,Y,No,34,1,3,80,3,8,2,1,5,5,3,2
48253,1998,8,5,31724,761376,1,Y,No,17,2,4,80,4,24,4,4,1,1,1,1
48254,2004,5,19,15677,235155,6,Y,No,18,4,2,80,1,18,6,1,6,1,4,2
48255,1986,11,18,40803,285621,6,Y,No,0,3,2,80,2,36,3,3,36,14,18,26
48256,1984,2,2,25168,25168,0,Y,Yes,30,4,1,80,2,38,4,3,22,11,3,13
48257,2008,7,4,36494,839362,2,Y,No,17,1,3,80,3,14,1,4,11,7,1,5
48258,2012,10,27,13477,229109,4,Y,Yes,45,2,2,80,1,10,4,3,8,6,5,4
48259,1984,8,26,20103,241236,3,Y,No,40,4,3,80,3,38,5,3,26,7,5,19
48260,2007,2,25,19572,391440,0,Y,No,31,2,4,80,3,15,1,3,6,1,2,2
48261,1993,6,10,25923,596229,8,Y,No,28,3,3,80,1,29,4,3,17,13,17,16
48262,2002,11,19,40569,365121,7,Y,Yes,28,4,1,80,1,20,4,3,8,3,2,3
48263,1994,5,19,45816,137448,1,Y,No,12,2,3,80,1,28,1,4,1,1,1,1
48264,2008,4,3,12072,169008,4,Y,Yes,5,3,4,80,2,14,6,4,13,4,9,6
48265,1992,2,12,11812,283488,0,Y,No,43,4,3,80,3,30,3,3,8,3,7,7
48266,2010,7,28,44191,486101,4,Y,Yes,29,2,3,80,2,12,6,2,11,11,4,5
48267,2015,9,8,35139,562224,2,Y,Yes,47,2,4,80,1,7,2,1,2,2,1,2
48268,2009,2,4,30398,607960,4,Y,Yes,33,3,2,80,4,13,1,1,11,5,1,6
48269,2011,1,23,12651,164463,6,Y,Yes,49,3,4,80,3,11,1,2,9,8,5,6
48270,2013,3,24,8934,26802,2,Y,Yes,38,3,4,80,3,9,2,3,2,2,1,2
48271,2012,9,7,24067,505407,8,Y,Yes,47,1,3,80,2,10,1,2,4,4,1,4
48272,2000,1,2,18932,359708,6,Y,No,49,2,4,80,2,22,4,1,1,1,1,1
48273,2004,2,10,5966,131252,0,Y,Yes,11,2,2,80,3,18,3,1,5,2,5,1
48274,1984,2,13,5963,119260,1,Y,Yes,6,2,1,80,3,38,1,4,16,6,11,10
48275,1996,7,18,50987,815792,8,Y,No,10,3,2,80,1,26,3,3,19,6,19,18
48276,1992,6,8,44176,309232,2,Y,No,26,2,4,80,4,30,6,2,9,2,8,2
48277,1997,7,12,43155,345240,7,Y,No,31,1,2,80,2,25,3,3,12,5,11,7
48278,1989,7,2,4732,47320,1,Y,Yes,48,4,3,80,4,33,5,2,6,4,2,6
48279,1999,9,20,2775,77700,8,Y,No,10,4,2,80,2,23,5,1,8,3,5,5
48280,2021,2,26,12717,12717,7,Y,No,37,1,2,80,3,1,1,3,1,1,1,1
48281,2012,5,5,26841,456297,6,Y,No,9,4,1,80,4,10,1,1,1,1,1,1
48282,1983,1,12,47207,1416210,1,Y,No,49,3,4,80,3,39,3,3,22,18,2,4
48283,2013,11,3,23385,350775,4,Y,No,45,2,4,80,4,9,1,3,7,4,6,5
48284,1986,7,9,1701,18711,5,Y,No,17,3,4,80,4,36,3,4,23,5,22,23
48285,2010,5,9,50710,1064910,2,Y,No,20,3,4,80,2,12,3,2,5,1,5,2
48286,2003,5,2,34580,103740,6,Y,Yes,44,3,1,80,4,19,2,4,16,15,6,4
48287,1992,8,12,34946,104838,6,Y,Yes,44,1,2,80,4,30,5,3,19,1,4,17
48288,1996,12,28,1799,37779,3,Y,No,48,4,4,80,2,26,6,2,19,15,1,15
48289,1991,10,13,1856,9280,0,Y,No,8,3,3,80,4,31,1,4,24,21,7,17
48290,1987,4,16,26492,317904,0,Y,No,1,4,4,80,1,35,1,1,15,7,14,13
48291,2002,4,8,21352,533800,3,Y,Yes,41,2,3,80,4,20,1,3,8,4,6,8
48292,2021,4,27,22676,249436,2,Y,Yes,0,2,3,80,3,1,1,1,1,1,1,1
48293,2003,5,23,25625,691875,1,Y,Yes,31,3,1,80,1,19,3,4,9,5,5,1
48294,1988,3,3,2749,52231,6,Y,Yes,22,4,2,80,3,34,2,2,24,4,12,12
48295,2009,3,26,24361,341054,8,Y,Yes,5,2,1,80,2,13,4,4,11,9,5,6
48296,2020,6,28,10959,186303,8,Y,Yes,37,3,2,80,1,2,1,3,2,2,1,2
48297,2019,12,28,2958,65076,0,Y,Yes,35,3,2,80,1,3,5,3,1,1,1,1
48298,2010,7,13,37543,825946,5,Y,No,4,1,4,80,4,12,3,3,8,8,7,2
48299,2007,2,26,2186,39348,6,Y,No,40,4,1,80,4,15,2,3,14,12,3,14
48300,2019,9,19,30709,337799,2,Y,No,37,2,4,80,4,3,5,2,3,3,2,1
48301,2004,10,9,40237,1166873,6,Y,Yes,23,3,1,80,1,18,4,1,9,7,5,6
48302,2002,2,1,36169,904225,8,Y,Yes,14,1,4,80,2,20,3,4,2,2,2,1
48303,1987,8,4,50588,1163524,8,Y,Yes,39,3,3,80,3,35,2,4,35,31,20,31
48304,2012,9,28,6385,51080,1,Y,Yes,18,4,4,80,2,10,3,1,4,3,1,3
48305,2017,9,16,21627,151389,0,Y,Yes,1,1,3,80,4,5,6,3,3,2,3,2
48306,1998,2,2,34243,239701,6,Y,Yes,23,4,4,80,1,24,6,1,20,17,4,3
48307,2003,6,1,36470,72940,3,Y,Yes,9,2,2,80,4,19,6,2,5,2,4,5
48308,2021,5,21,28315,594615,2,Y,Yes,34,4,4,80,2,1,6,2,1,1,1,1
48309,2015,7,11,23918,454442,8,Y,No,26,4,3,80,4,7,6,3,4,1,2,4
48310,2004,10,17,9423,197883,8,Y,No,10,2,2,80,2,18,2,4,9,3,3,8
48311,2002,8,24,43973,879460,1,Y,No,3,1,1,80,1,20,5,3,3,3,2,2
48312,2019,7,21,20668,144676,1,Y,No,29,1,4,80,1,3,6,3,2,1,2,1
48313,2014,4,15,43873,87746,5,Y,No,22,2,1,80,1,8,5,1,6,6,1,5
48314,2006,6,6,5629,16887,1,Y,No,20,1,3,80,2,16,3,4,1,1,1,1
48315,1993,1,28,33066,165330,8,Y,No,16,1,3,80,3,29,2,1,15,2,4,3
48316,2006,12,12,21916,328740,2,Y,No,8,4,1,80,4,16,3,1,15,12,6,6
48317,1993,4,28,38068,875564,1,Y,No,11,3,1,80,2,29,3,4,12,7,2,2
48318,1993,6,28,19755,572895,1,Y,No,38,2,3,80,3,29,2,1,7,6,3,6
48319,2011,6,4,10643,95787,6,Y,No,44,1,1,80,1,11,3,1,7,3,4,7
48320,1996,2,23,27807,528333,0,Y,Yes,15,1,4,80,2,26,4,2,12,2,6,12
48321,1999,12,20,25238,252380,7,Y,No,48,3,1,80,2,23,2,1,12,10,4,5
48322,1983,2,8,50896,1272400,0,Y,Yes,29,1,1,80,2,39,3,3,18,17,17,15
48323,1990,2,17,14116,28232,2,Y,No,4,2,3,80,1,32,3,1,15,5,14,15
48324,1989,9,24,46837,140511,5,Y,Yes,23,3,1,80,1,33,1,1,30,7,27,17
48325,1988,5,4,1120,24640,5,Y,Yes,24,3,2,80,4,34,4,2,11,2,10,7
48326,1992,2,7,12061,132671,5,Y,No,34,4,1,80,2,30,3,3,24,9,8,16
48327,1987,12,17,7508,180192,8,Y,No,21,1,1,80,1,35,5,4,23,15,11,22
48328,1983,1,9,18209,254926,3,Y,No,48,1,2,80,3,39,5,4,28,3,25,5
48329,1989,7,22,15796,284328,4,Y,No,34,4,1,80,3,33,1,4,24,17,9,9
48330,1991,6,11,4394,118638,3,Y,No,33,3,1,80,3,31,6,3,17,3,2,3
48331,1996,9,27,40047,840987,4,Y,No,19,2,2,80,4,26,1,2,3,2,1,3
48332,2002,10,24,42312,846240,5,Y,Yes,6,3,2,80,1,20,4,2,4,4,3,1
